section,field,value
seller,name,Lake Gomez Shop
seller,address,"606, Washington Strcet, Office 1, Cork, Munster, S01 VS46, 1reland"
seller,telephone,+3S3 33 584 2382
seller,email,lake56@support.example
order,order_number,INV-65677898
order,order_datetime,2026-06-23 09;06;00
order,customer,John F. Torres
order,payment_method,Visa
order,status,In Transit
line,item_1_name,Headset Edition
line,item_1_qty,2
line,item_1_unit_price,9.69 EUR
line,item_1_total,19.38 EUR
line,item_2_name,Horne Kit
line,item_2_qty,3
line,item_2_unit_price,EUR 235.6
line,item_2_total,EUR 706.8
line,item_3_name,LED Light Bulb
line,item_3_qty,6
line,item_3_unit_price,188.21 EUR
line,item_3_total,EUR 1129.26
line,item_4_name,Garden Hose
line,item_4_qty,6
line,item_4_unit_price,EUR 65.77
line,item_4_total,394.62 EUR
line,item_5_name,Business Booking
line,item_5_qty,2
line,item_5_unit_price,441.45 EUR
line,item_5_total,EUR 882.9
totals,subtotal,EUR3132.96
totals,tax,EUR 399.14
totals,total,EUR3532.1
delivery,address,"930, Washington Street, Office 30, Cork, Munster, X53 W698, Ireland"
delivery,tracking,5HIP74S17I8943
