section,field,value
seller,name,Integrity Reserve Direct
seller,address,"93, 8roadway, Vancouver, British Columbia, Z9S 9G7, Canada"
seller,telephone,+1 306-989-8948
seller,email,integrity.direct@exchange.example
order,order_number,SO-212829
order,order_datetime,28.12.2026T10:30
order,custorner,Arben Aguilar
order,payment_method,Discover
order,status,Processing
line,item_1_name,Diaper Subscription
line,item_1_qty,1
line,item_1_unit_price,CA$20.83
line,item_1_total,CAD 20.83
totals,subtotal,CAD 20.83
totals,tax,4.01 CAD
totals,total,24.84 CAD
