section,field,value
seller,name,Sundberg Products
seller,address,"793, Piccadil0y, London, England, NC35 2WQ, United Kingdom"
seller,telephone,+44 281 64889O
seller,email,support@service.example
order,order_number,PO-649090-QR
order,order_datetime,21/07/2026 18:18
order,customer,Kasia Aarons
order,payment_method,Google Pay
order,status,In Transit
line,item_1_name,Smart Bulb
line,item_1_qty,2
line,item_1_unit_price,GBP 359.65
line,item_1_total,GBP 719.3
totals,subtotal,GBP 719.3
totals,tax,36.77 GBP
totals,total,734.49 GBP
delivery,provider,Union Freight Global
delivery,shipped_date,2026-07-25
delivery,address,"236, Morrison Street, Level 19, Edinburgh, Scotland, FZ10 3XN, United Kingdom"
delivery,tracking,1ZO59YNSHWLP5OK11N
