section,field,value
seller,name,Benchmark Hospitality Direct
seller,address,"899, Queen Street, Edinburgh, Scotland, KX34 4CT, United Kingdom"
seller,telephone,+44 20 1380 1379
seller,email,benchmark-hospita1ity-direct@vendor.example
order,order_number,PO-664866-ZZ
order,order_datetime,2O26-07-10 07:49:00
order,customer,Gül Aoki
order,payment_method,Gift Card
order,status,Processing
line,item_1_name,Snack Bundle
line,item_1_qty,2
line,item_1_unit_price,193,44 GBP
line,item_1_total,GBP 386.88
line,item_2_name,Commuter Bundle
line,item_2_qty,3
line,item_2_unit_price,GBP137,43
line,item_2_total,412.29 GBP
totals,subtotal,GBP 799.17
totals,tax,GBP 4.16
totals,total,GBP803.33
