section,field,value
seller,name,Eaton Logistics Partnership
seller,address,"491, Royal Mile, Suite 6, Edinburgh, Scotland, HZI 4ES, United Kingdom"
seller,telephone,+44 I994 633a2
seller,email,eaton.partnership@portal.example
order,order_number,1NV-92235165
order,order_datetime,2026-01-21 11:39
order,customer,Ula Sarr
order,payment_method,Apple Pay
order,status,Processing
line,itern_1_name,Installation Service
line,item_1_qty,1
line,item_1_unit_price,237.09 GBP
line,item_1_total,G8P 237.09
totals,subtotal,GBP 237.09
totals,tax,GBP42.91
totals,total,280 GBP
