section,field,value
seller,name,Stable Concepts Direct
seller,address,"195, Alberni Street, Vancouver, 8ritish Columbia, O1W 0R1, Canada"
seller,telephone,+1 957-912-98S5
seller,email,"suOportaservice,example"
order,order_number,RCP-913623
order,order_datetime,2026-10-07 18:35
order,customer,Carlotta C. Castillo
order,payrnent_method,Discover
order,status,Processing
line,item_1_name,Wellness Consultation
line,item_1_qty,2
line,item_1_unit_price,CA$29.05
line,item_1_total,CAD 58.1
totals,subtotal,CA$58.1
totals,tax,CAD 3.31
totals,total,CA$61.41
