section,field,value
seller,name,Good Insurance Global
seller,address,"172, Bathurst Street, Sydney, New South Wales, 1574, Australia"
seller,telephone,+61 2 2924 8223
seller,email,"goodinsurance-global,storeaexample.digital"
order,order_number,PO-169671-OD
order,order_datetime,04.04.2026T19:27
order,customer,Sadia W. Tran
order,payment_method,Debit Card
order,status,Processing
line,item_1_name,Lunch Session Ticket
line,item_1_qty,2
line,item_1_unit_price,58.38 AUD
line,item_1_total,AUD 116.76
totals,subtotal,AUD 116.76
totals,tax,AUD 9.2
totals,total,125.96 AUD
