section,field,value
seller,name,Universal Digital Retail Group
seller,address,"820, Cheetham Hill Road, Manchester, England, IY7 3ZY, United Kingdom"
seller,telephone,+44 I08 a23540
seller,email,support@suppliers.example.com
order,order_number,IO8699LQ7529
order,order_datetime,03/15/2026 13:40
order,customer,Aissatou Weston
order,payment_method,Apple Pay
order,status,Order Problem
line,item_1_name,Food Storage Container Set
line,item_1_qty,1
line,item_1_unit_price,GBP 216.93
line,item_1_total,GBP 216.93
totals,subtotal,GBP 216.93
totals,tax,GBP7.98
totals,total,GBP44.86
delivery,provider,Ocean Transportation Network
delivery,shipped_date,2026-03-15
delivery,address,"5, Rose Street, Edinburgh, Scotland, VF3 3KH, United Kingdom"
delivery,tracking,PKG-BDB-23561358
