section,field,value
seller,name,Adebayo Emerald Bar
seller,address,"544, Corporation Street, Flr 15, Manchester, England,
HD2 3AG, United Kingdom"
seller,telephone,+44 1214 5S8224
seller,email,orders@pos.example
order,order_number,ORD4I73S375
order,order_datetime,01/16/2026 13;22
order,customer,Sanjay K. West
order,payment_method,Debit Card
order,status,In Transit
line,item_1_name,TV Stand
line,item_1_qty,1
line,item_1_unit_price,G8P56.78
line,item_1_total,S6.78 GBP
totals,subtotal,GBP56.78
totals,tax,G8P 2.06
totals,total,GBP 13.42
delivery,provider,Westem Messenger Global delivery,shipped_date,2026-01-18
delivery,address,"605, Alum Rock Road, Birmingham, England, SO24 2GE, United Kingdom"
delivery,tracking,SHIP8197223753
