section,field,value
seller,name,Str0ng Print Direct
seller,address,"S20, Molesworth Street, Wellington, Wellington, 7169, New Zealand"
seller,telephone,+64 3 302 3824
seller,email,strong-print-direct.team@vendor.example
order,order_number,RCP-462270
order,order_datetime,2026-11-2OT18:42
order,customer,Khaled K. Proctor
order,payment_method,Cash
order,status,Processing
line,item_1_narne,Technical Support Session
line,item_1_qty,2
line,item_I_unit_price,NZ$492.6
line,item_1_total,985.2 NZD
totals,subtotal,NZ$985.2 totals,tax,NZD 1S6.79
totals,total,NZD 895.69
