section,field,value
seller,name,Avenue Bangura Skincare
seller,address,"329, Fleet Street, London, England, VD10 8IH, United Kingdom"
seller,telephone,+44 20 1418 1314
seller,email,avenue-bangura-skincare.team@exampleloyalty.com
order,order_number,INV-81061871
order,order_datetime,20.10.2026 08:16
order,customer,Naresh rn. Bae
order,payment_method,Apple Pay
order,status,In Transit
line,item_1_name,Surge Protector
line,item_1_qty,1
line,item_1_unit_price,22.68 GBP
line,item_1_total,22.68 GBP
totals,subtotal,22.68 GBP
totals,tax,GBP 3.43
totals,total,26.11 GBP
delivery,provider,Jet Ground Network
delivery,shipped_date,2026-10-21
delivery,address,"349, Bridge Street, Manchester, England, QB4 3WB, United Kingdom"
delivery,tracking,1Z6PUC706YGEE4UTI5
