section,field,value
seller,name,Olympic Lab Ventures Group
seller,address,"101,
Atwater Avenve, Montreal, Quebec, A9Y 4J1, Canada"
seller,telephone,+1 072-448-1586
seller,email,orders@delivery.example.com
order,order_number,"WEBS81818,0"
order,order_datetime,07/06/2026 17;24:00
order,customer,5aeed D. Maeda
order,payment_method,Bank Transfer
order,status,Delivered
line,item_1_name,Priority Subscription Hosting Subscription
line,item_1_qty,1
line,item_I_unit_price,CAD 95.35
line,item_1_total,CAD 95.35
totals,subtotal,CAD 95.35
totals,tax,5.64 CAD
totals,total,100.99 CAD
