section,field,value
seller,name,Müller and Bautista Dynamics
seller,address,"906, Dvndas Street, Edinburgh, 5cotland, BD06 2TR, United Kingdom"
seller,telephone,+44 20 8993 4634
seller,email,m-ller-and-bautista-dynamics.store@pos.example.com
order,order_number,RCP-847710
order,order_datetime,01/27/2026 18:22
order,customer,Nikolina Murillo
order,payment_method,Bank Transfer
order,status,0rder Problem
line,item_1_name,Password Manager Subscription
line,item_1_qty,2
line,item_1_unit_price,4.17 GBP
line,item_1_total,GBP8,34
line,item_2_name,Chat Support Subscription
line,item_2_qty,2
line,item_2_unit_price,GBP 156.48
line,item_2_total,GBP312.96
line,item_3_name,Student Plan
line,item_3_qty,1
line,item_3_unit_price,8.73 GBP
line,item_3_total,8.73 GBP
totals,subtotal,330,03 GBP
totals,tax,GBP 10.16
totals,total,GBP340.19
delivery,provider,Gold Van Global
delivery,shipped_date,2026-01-31
delivery,address,"53, Church Street, Birmingham, England, RI66 5SU, United Kingdom"
delivery,tracking,1ZHXGY7E2KUFZ0VWY7
