section,field,value
seller,name,Southwest Barron Transport
seller,address,"376, Holyrood Road, Bldg. 9, Edinburgh, Scotland, GA9 5ZR, United Kingdom"
seller,telephone,+4 20
SI08 957a
seller,email,orders@tracking.example
order,order_number,TXN-7330008001
order,order_datetime,08/09/2026T19:34
order,customer,Tereza K. Battle
order,payment_method,Google Pay
order,status,Delivered
line,item_1_name,Webslte Development
line,item_1_qty,1
line,item_1_unit_price,GBP275.7
line,item_1_total,275.7 GBP
totals,subtotal,GBP275.7
totals,tax,GBP26.44
totals,total,G8P302.14
