section,field,value
seller,name,Beattie Ascent Publishing
seller,address,"707, Willis Street, Wellington, Wellington, 2544, New Zealand"
seller,telephone,+64 6 809 2793
seller,email,Oeattie-ascentOpublishing@noBifications.example
order,order_number,SO-114684
order,order_datetime,11/10/2026T07:35
order,customer,Aki Naylor
order,payment_method,Google Pay
order,status,Delivered
line,item_1_name,Learning Platform Subscription
line,item_1_qty,2
line,item_1_unit_price,NZD 30.21
line,item_1_total,NZ$60.42
totals,subtotal,NZ$60.42
totals,tax,NZD 8.33
totals,total,NZD 68.75
