section,field,value
seller,name,Lal Pictures Solutions Group
seller,address,"916, Riverside Drive, Condo 15, Perth, Western Australia, 5843, Australia"
seller,telephone,+61 3 9749 2681
seller,email,orders@news.example
order,order_number,SO-321126
order,order_datetime,2026-08-18 08:59
order,customer,Ali Bayram
order,payment_method,Gift Card
order,status,In Transit
line,item_1_name,Picture Frame Set
line,item_1_qty,6
line,item_1_unit_price,AUD 215.06
line,item_1_total,1290.36 AUD
totals,subtotal,AUD 1290.36
totals,tax,AUD 249.3
totals,total,1539.66 AUD
delivery,provider,Falcon Logistics Dispatch Services
delivery,shipped_date,2026-08-19
delivery,address,"732, St Kilda Road, Melbourne, Victoria, 7204, Australia"
delivery,tracking,1Z1JWZVZZC5CC0EPTT
