section,field,value
seller,name,Newtown Fumishings Global
seller,address,"865, P0nsonby Road, Auckland, Auckland, 6138, New Zealand"
seller,telephone,S64 9 389I968
seller,email,billing@secure.example.com
order,order_number,DN1989CP9578
order,order_datetime,2026-05-03 12:19:00
order,customer,Konstantin O. Acharya
order,payment_method,Debit Card
order,status,Order Problem
line,item_1_name,Repair Kit
line,item_1_qty,2
line,item_1_unit_price,273.67 NZD
line,item_1_tota1,NZD 547.34
line,item_2_name,Game Controller
line,item_2_qty,4
line,item_2_unit_price,325.69 NZD
line,item_2_total,NZD 1302.76
line,item_3_name,Projector Screen
line,item_3_qty,1
line,item_3_unit_price,25.02 NZD
line,item_3_total,NZ$25.02
line,item_4_name,Ring Light
line,item_4_qty,3
line,item_4_unit_price,NZD 125.81
line,item_4_total,NZD 377.43
totals,subtotal,NZ$2252.55
totals,tax,NZ$89.2
totals,total,NZ$2341.75
delivery,provider,Express Couriers Global
delivery,shipped_date,2026-05-05
delivery,address,"154, Tamaki Drive, Auckland, Auckland, 0325, New Zealand"
delivery,tracking,SHIP5981978689
