section,field,value
seller,name,Kane and Curran Warehousing
seller,address,"347, Momingside Road, Edinburgh, Scotland, LB9 7HG, United Kingdom"
seller,telephone,+44 2O 7080 a2S8
seller,email,kane-and-curran-warehousing.store@noreply.example.com
order,order_number,TXN-9369302229
order,order_datetime,09/12/2026 15:O7
order,customer,Emine A, Frimpong
order,payment_method,Debit Card
order,status,Pickup Available
line,item_1_name,Breakfast Sandwich
line,item_1_qty,1
line,item_1_unit_price,GBP11.86
line,item_I_total,GBP 11.86
totals,subtotal,GBP 11.86
totals,tax,GBP 1.95
totals,total,GBP13.81
