section,field,value
seller,name,Aguilar Anchor Fashion
seller,address,"570, Western Express Hlghway, Mumbai, Maharashtra, 810165, India"
seller,telephone,+91 84152 92545
seller,email,billing@notifications.example
order,order_number,RCP-015247
order,order_datetime,09/12/2026 14:58
order,customer,Agnieszka R. Boyer
order,payment_method,Apple Pay
order,status,Pickup Available
line,item_1_name,Potato Chips
line,item_1_qty,5
line,item_1_unit_price,INR 27.66
line,item_1_total,INR138.3
totals,subtotal,INR138.3
totals,tax,INR4.2
totals,total,INR142.5
