section,field,value
seller,name,Llve Telecom Direct
seller,address,"463, Dudley Road, Birmingham, England, BJ35 5HK, United Kingdom"
seller,telephone,+44 1460 429547
seller,email,liveS8@sorefront.exOmple
order,order_number,NX2864RC8195
order,order_datetime,01/22/2026 17:19
order,customer,Anika Lange
order,payment_method,Visa
order,status,Processing
line,item_1_name,Swimwear
line,item_1_qty,2
line,item_1_unit_price,23.4 GBP
line,item_1_total,GBP 46.8
totals,subtotal,GBP46.8
totals,tax,GBP 1.37
totals,total,GBP 48.17
delivery,provider,South Courier Delivery Line
delivery,shipped_date,2026-01-25
delivery,address,"547, Soho Road, Birmingham, England, OH9 5FX, United Kingdom"
delivery,tracking,SHIP7243759576
