section,field,value
seller,name,Vertex Systems Direct
seller,address,"556, Courtenay Place, Wellington, Wellington, 3254, New Zealand"
seller,telephone,+64 9 192 3587
seller,email,vertex-systems-direct.team@example.co
order,order_number,SO-988726
order,order_datetime,09/O8/2026 11:15:0O
order,customer,Riley Havris
order,payment_method,Mastercard
order,status,Processing
line,item_1_name,1ndoor Plant
line,item_1_qty,1
line,item_1_unit_price,162.46 NZD
line,item_1_total,NZ$162.46
line,item_2_name,Beauty Package Pack
line,item_2_qty,3
line,item_2_unit_price,28.28 NZD
line,item_2_total,NZD 84.84
line,item_3_name,Starter Bundle
line,item_3_qty,2
line,item_3_unit_price,316.84 NZD
line,item_3_total,633.68 NZD
line,item_4_name,Newsletter Bundle
line,item_4_qty,1
line,item_4_unit_price,14.03 NZD
line,item_4_total,14.03 NZD
line,item_5_name,Custom Package
line,item_5_qty,3
line,item_5_unit_price,246.95 NZD
line,item_5_total,NZ$740.85
totals,subtotal,NZD 1635.86
totals,tax,8.18 NZD
totals,total,NZ$1644.04
