section,field,value
seller,name,Humphrey Furnishings Supplies
seller,address,"904, Carter Road, Mumbai, Maharashtra, 222499, India"
seller,telephone,+91 87534 81289
seller,email,humphrey-furnishings-supplies76@billing.example
order,order_number,ORD53384462
order,order_datetime,11/18/2026 16:17
order,customer,Vedran D. Shrestha
order,payment_method,Store Credit
order,status,In Transit
line,item_1_name,Subscription Bundle
line,item_1_qty,2
line,item_1_unit_price,INR 11.53
line,item_1_total,INR 23.06
totals,subtotal,INR23.06
totals,tax,INR1.37
totals,total,INR10.82
delivery,provider,Central Transport Network
delivery,shipped_date,2026-11-20
delivery,address,"722, Ring Road South, New Delhi, Delhi, 183980, India"
delivery,tracking,1ZM2OZIaOPB88U6ZZN
